ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
DE0009,Universität Ulm,2013,DE,public,uas,DE14,83632767.07,126341624.09,,139803530.29,2105.0,6472.0,9083.0,1522.0,763.0,380.0,4.314964370546318,0.32524721878862795,12922.244602904819,0.6619573531081397,0.9037083958318118,,0.16756578223054058,2.0078947368421054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0012,Zeppelin Universität Friedrichshafen (Priv. H),2013,DE,private,uas,DE14,11524465.57,18503912.33,,12596494.35,79.0,194.0,858.0,177.0,61.0,0.0,10.860759493670884,0.4072164948453608,59404.46170103093,0.6228123741872486,1.468973177445993,,0.2062937062937063,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0013,"AKAD, Wissenschaftliche Hochschule Lahr (Priv. Fern-H für Berufstätige)",2013,DE,private,uas,DE13,1913760.94,3076324.1,,1597699.24,18.0,25.0,367.0,111.0,,,20.38888888888889,0.72,76550.4376,0.6220934068682815,1.9254713421532328,,0.3024523160762943,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DE0014,"Freie Hochschule Stuttgart, Seminar für Waldorfpädagogik",2013,DE,private,uas,DE11,2174816.8,2899238.77,,2593575.51,22.0,32.0,228.0,69.0,,,10.363636363636363,0.6875,67963.025,0.7501337325176566,1.117854004566846,,0.3026315789473684,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0015,Hochschule für jüdische Studien Heidelberg,2013,DE,private,uas,DE12,1791750.64,2227388.21,,1745188.51,14.0,24.0,87.0,15.0,13.0,,6.2142857142857135,0.5833333333333334,74656.27666666666,0.8044177624519256,1.2763023577321169,,0.1724137931034483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0016,Universität Augsburg,2013,DE,public,uas,DE27,91604552.22,113383214.99,,128366284.0,1123.0,1606.0,18592.0,3340.0,414.0,116.0,16.55565449688335,0.699252801992528,57038.94907845579,0.8079198691629903,0.8832787820671041,,0.17964716006884682,3.5689655172413794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0017,Otto-Friedrich-Universität Bamberg,2013,DE,public,uas,DE24,61588140.72,88758979.78,,98936439.56,713.0,1084.0,12283.0,2306.0,216.0,67.0,17.227208976157087,0.6577490774907749,56815.627970479705,0.6938806740754991,0.8971313317392235,,0.18773915167304409,3.2238805970149254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0018,Universität Bayreuth,2013,DE,public,uas,DE24,111415341.23,148513905.03,,173520533.34,1199.0,1907.0,11970.0,1951.0,550.0,164.0,9.983319432860716,0.6287362349239644,58424.405469323545,0.7502014118307236,0.8558866329611755,,0.1629908103592314,3.3536585365853657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0019,Katholische Universität Eichstätt-Ingolstadt (KU),2013,DE,private,uas,DE21,36724377.41,46673815.73,,6894463.77,400.0,664.0,4997.0,1130.0,174.0,47.0,12.4925,0.6024096385542169,55307.79730421687,0.7868304066340795,6.76975284620286,,0.2261356814088453,3.702127659574468,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DE0020,Friedrich-Alexander-Universität Erlangen-Nürnberg,2013,DE,public,uas,DE25,279720520.06,384749231.66,,452687031.58,4950.0,10630.0,35403.0,5385.0,1207.0,660.0,7.152121212121212,0.4656632173095014,26314.25400376293,0.7270203473913287,0.8499232467895563,,0.15210575374968224,1.8287878787878789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0021,Ludwig-Maximilians-Universität München,2013,DE,public,uas,DE21,350877369.72,499880101.81,,601432535.76,6091.0,14286.0,44990.0,7986.0,2969.0,1272.0,7.386307667049746,0.4263614727705446,24560.924661906764,0.7019230580483585,0.831149085039649,,0.17750611246943765,2.3341194968553456,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DE0022,Technische Universität München,2013,DE,public,uas,DE21,422776414.16,621534240.24,,728142240.28,5910.0,11348.0,33967.0,6733.0,1794.0,969.0,5.747377326565144,0.5207966161438139,37255.58813535425,0.6802141970436715,0.85358904600974,,0.1982218035151765,1.8513931888544888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0023,Universität der Bundeswehr München,2013,DE,public,uas,DE21,64244493.63,93508305.29,,102320554.19,667.0,1137.0,2806.0,1067.0,0.0,70.0,4.206896551724138,0.5866314863676341,56503.51242744063,0.6870458557745935,0.9138760636143892,,0.38025659301496795,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0024,Hochschule für Politik München,2013,DE,public,uas,DE21,603485.74,1297516.28,,1353103.23,10.0,17.0,529.0,76.0,6.0,0.0,52.9,0.5882352941176471,35499.16117647059,0.4651084146705273,0.958918914117144,,0.14366729678638945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0025,Universität Passau,2013,DE,public,uas,DE22,47073045.97,59359522.03,,65754147.9,557.0,869.0,10998.0,1805.0,296.0,63.0,19.745062836624765,0.6409666283084005,54169.212853855,0.7930159199430468,0.9027494679160766,,0.1641207492271322,4.6984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0026,Universität Regensburg,2013,DE,public,uas,DE23,139153307.99,186761662.57,,227952578.99,2452.0,5851.0,19805.0,3229.0,677.0,392.0,8.077079934747143,0.419073662621774,23782.824814561616,0.7450849712683623,0.8193005027514648,,0.16303963645544053,1.7270408163265305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0027,Julius-Maximilians-Universität Würzburg,2013,DE,public,uas,DE26,184271553.84,256429442.49,,284067052.81,3420.0,9041.0,25091.0,4193.0,1486.0,494.0,7.336549707602339,0.37827673929875016,20381.766822254176,0.7186052898242605,0.902707441617717,,0.16711171336335734,3.0080971659919027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0028,Freie Universität Berlin,2013,DE,public,uas,DE30,250041554.88,377524597.34,,411385064.51,2422.0,4469.0,28795.0,4862.0,4450.0,740.0,11.888934764657307,0.5419556947863057,55950.224855672415,0.6623185790853561,0.9176915496182848,,0.1688487584650113,6.013513513513512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0029,Technische Universität Berlin,2013,DE,public,uas,DE30,263948605.04,401788937.97,,423557838.41,2891.0,4778.0,28723.0,4093.0,2767.0,462.0,9.935316499481148,0.6050648807032231,55242.48745081624,0.6569334794869539,0.9486046568711404,,0.14249904257911775,5.9891774891774885,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
DE0031,Humboldt-Universität zu Berlin,2013,DE,public,uas,DE30,146548367.1,205166129.48,,226648029.62,2201.0,3651.0,27977.0,3966.0,3677.0,533.0,12.71104043616538,0.6028485346480417,40139.24050944946,0.7142912305819262,0.905219118048294,,0.141759302284019,6.8986866791744825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DE0032,ESCP-EAP Europäische Wirtschaftshochschule Berlin,2013,DE,private,uas,DE30,2903950.25,4823165.89,,1731570.71,20.0,51.0,142.0,91.0,40.0,,7.1,0.3921568627450979,56940.20098039216,0.6020838420716232,2.7854282023516093,,0.6408450704225352,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0033,"European School of Management and Technology, Berlin (Priv. H)",2013,DE,private,uas,DE30,9318718.89,20269387.7,,14036987.5,33.0,63.0,153.0,86.0,,,4.636363636363637,0.5238095238095238,147916.17285714287,0.4597434825325287,1.4439984149020575,,0.5620915032679739,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0034,Hertie School of Governance Berlin (Priv. wiss. H),2013,DE,private,uas,DE30,6350040.29,10886414.44,,6007090.92,53.0,105.0,302.0,122.0,24.0,0.0,5.69811320754717,0.5047619047619047,60476.57419047619,0.5832995174855754,1.8122606407961608,,0.4039735099337749,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0035,Steinbeis-Hochschule Berlin (Priv. H),2013,DE,private,uas,DE30,22435605.34,36442085.75,,39876016.95,71.0,309.0,6073.0,1511.0,56.0,,85.53521126760563,0.2297734627831715,72607.13702265373,0.6156509672336743,0.9138847993693612,,0.24880619133871235,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
DE0036,Deutsche Universität für Weiterbildung Berlin (Priv. wiss. H),2013,DE,private,uas,DE30,1497888.84,2611405.2,,2029451.97,37.0,47.0,227.0,44.0,,,6.135135135135133,0.7872340425531915,31869.975319148936,0.5735949518672935,1.2867538816402735,,0.19383259911894274,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DE0038,Europa-Universität Viadrina Frankfurt (Oder),2013,DE,public,uas,DE40,25973654.57,35396548.39,,40113748.61,282.0,507.0,6279.0,1065.0,365.0,32.0,22.26595744680851,0.5562130177514792,51230.087909270216,0.7337906025136028,0.8824044028928265,,0.16961299569995222,11.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0039,Universität Potsdam,2013,DE,public,uas,DE40,120217772.81,158144050.93,,183441685.71,1563.0,2342.0,18195.0,3564.0,1799.0,267.0,11.641074856046064,0.6673783091374893,51331.24372758326,0.7601789134844694,0.8620944051942881,,0.19587798845836768,6.737827715355805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0040,Universität Bremen,2013,DE,public,uas,DE50,193999432.16,262752465.23,,277055378.39,1825.0,2771.0,17514.0,3064.0,1173.0,298.0,9.596712328767124,0.6586070010826417,70010.62149404548,0.7383353453608242,0.9483752553618852,,0.17494575767957066,3.936241610738255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DE0041,Jacobs University Bremen (Priv. H),2013,DE,private,uas,DE50,27137831.2,51712533.3,,59628084.98,248.0,386.0,875.0,246.0,391.0,66.0,3.528225806451613,0.6424870466321243,70305.26217616581,0.5247824747351916,0.8672512846479142,,0.28114285714285714,5.924242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DE0042,Universität Hamburg,2013,DE,public,uas,DE60,250676054.87,393378690.27,,420226838.38,4389.0,10577.0,37136.0,6667.0,3883.0,793.0,8.461152882205514,0.41495698213103904,23700.109186915004,0.6372385212273334,0.9361103440858246,,0.1795292977165015,4.896595208070618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0043,Technische Universität Hamburg-Harburg,2013,DE,public,uas,DE60,85988278.18,111572568.18,,117073799.62,755.0,1280.0,6490.0,1086.0,87.0,118.0,8.596026490066226,0.58984375,67178.342328125,0.7706937250137966,0.9530105671990148,,0.16733436055469955,0.7372881355932204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0044,Hafencity Universität Hamburg,2013,DE,public,uas,DE60,16710530.21,23093029.47,,24400933.76,156.0,253.0,2310.0,283.0,122.0,4.0,14.807692307692307,0.616600790513834,66049.52652173913,0.7236179311903854,0.94639941639676,,0.12251082251082253,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0045,Helmut-Schmidt-Universität Hamburg,2013,DE,public,uas,DE60,35726123.6,51581475.44,,56414484.25,419.0,691.0,2224.0,778.0,,,5.307875894988067,0.6063675832127352,51702.06020260493,0.6926153875058678,0.9143303555061748,,0.3498201438848921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
DE0046,Bucerius Law School Hamburg (Priv. H),2013,DE,private,uas,DE60,8226091.37,14131039.84,,7552899.41,58.0,107.0,670.0,263.0,284.0,32.0,11.551724137931034,0.5420560747663551,76879.35859813084,0.5821292320410018,1.8709424120345857,,0.3925373134328358,8.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DE0047,Technische Universität Darmstadt,2013,DE,public,uas,DE71,241982257.53,333792817.12,,404796884.92,2353.0,3950.0,23672.0,3401.0,1442.0,424.0,10.060348491287717,0.5956962025316456,61261.331020253165,0.7249474677671278,0.8245933443533476,,0.14367184859749915,3.400943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0048,Johann Wolfgang Goethe-Universität Frankfurt am Main,2013,DE,public,uas,DE71,260474953.31,436634603.32,,498856872.41,3565.0,8231.0,41749.0,4998.0,2583.0,686.0,11.710799438990184,0.4331186976066092,31645.60239460576,0.5965513299437324,0.8752702978924567,,0.11971544228604278,3.76530612244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DE0049,Justus-Liebig-Universität Gießen,2013,DE,public,uas,DE72,216973892.52,305494226.78,,330560116.41,1691.0,3550.0,25678.0,3942.0,1147.0,413.0,15.185097575399173,0.4763380281690141,61119.406343661976,0.7102389292490708,0.9241714641735232,,0.15351662902095178,2.7772397094430987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DE0051,Universität Kassel,2013,DE,public,uas,DE73,147990053.75,191206155.26,,211756661.96,1526.0,2533.0,22352.0,3187.0,339.0,186.0,14.647444298820446,0.6024476904855902,58424.813955783655,0.7739816406473148,0.9029522542063778,,0.1425823192555476,1.8225806451612905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0052,Philipps-Universität Marburg,2013,DE,public,uas,DE72,191839969.85,261766300.11,,280178900.72,1573.0,3037.0,23690.0,2973.0,1301.0,422.0,15.06039415130324,0.517945340796839,63167.589677313124,0.7328673315449108,0.9342827009361392,,0.1254959898691431,3.082938388625593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0053,Frankfurt School of Finance & Management-HfB (Priv. H),2013,DE,private,uas,DE71,26176167.68,63238970.68,,67250079.16,77.0,124.0,1368.0,404.0,57.0,6.0,17.766233766233768,0.6209677419354839,211098.1264516129,0.4139246322090833,0.9403553344456762,,0.2953216374269006,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DE0054,EBS Universität für Wirtschaft und Recht (Priv.),2013,DE,private,uas,DE71,14898358.09,26253199.92,,25440978.51,89.0,225.0,1824.0,364.0,158.0,29.0,20.49438202247191,0.3955555555555556,66214.92484444444,0.5674873209894026,1.0319257142440783,,0.19956140350877194,5.448275862068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
DE0055,Ernst-Moritz-Arndt-Universität Greifswald,2013,DE,public,uas,DE80,62016347.04,87882897.42,,103429679.49,1553.0,4411.0,10655.0,1405.0,794.0,196.0,6.860914359304572,0.3520743595556563,14059.475638177286,0.7056702596367356,0.8496874190594091,,0.1318629751290474,4.051020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0056,Universität Rostock,2013,DE,public,uas,DE80,106971182.23,139244732.53,,169656905.59,2031.0,5038.0,13114.0,2385.0,1303.0,303.0,6.456917774495323,0.4031361651448988,21232.86665938865,0.7682242644758808,0.8207430876200504,,0.1818667073356718,4.3003300330032985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0058,Technische Universität Carolo-Wilhelmina zu Braunschweig,2013,DE,public,uas,DE91,175996880.18,264377431.34,,289527585.39,1834.0,3032.0,15796.0,2749.0,1398.0,256.0,8.612868047982554,0.6048812664907651,58046.464439313975,0.6657031172742613,0.9131338244812764,,0.17403140035452014,5.4609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0059,Technische Universität Clausthal,2013,DE,public,uas,DE91,59870694.02,85421637.74,,103389903.97,598.0,1115.0,4072.0,500.0,462.0,71.0,6.809364548494982,0.536322869955157,53695.68970403587,0.7008844082600003,0.8262086960133579,,0.12278978388998035,6.507042253521128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0060,Georg-August-Universität Göttingen,2013,DE,public,uas,DE91,233771601.24,337423118.49,,366309052.3,3328.0,8598.0,22704.0,4125.0,3882.0,708.0,6.822115384615384,0.3870667597115609,27189.06736915562,0.6928144173586853,0.9211432706108966,,0.1816860465116279,5.483050847457627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0061,Gottfried Wilhelm Leibnitz Universität Hannover,2013,DE,public,uas,DE92,232691097.48,374416088.24,,401570030.43,2360.0,3941.0,20832.0,3568.0,2303.0,355.0,8.827118644067797,0.5988327835574727,59043.66848008119,0.6214772943486484,0.9323805559869006,,0.17127496159754224,6.4873239436619725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0063,Tierärztliche Hochschule Hannover,2013,DE,public,uas,DE92,46612464.1,70938895.79,,86406930.71,336.0,890.0,1613.0,314.0,800.0,142.0,4.800595238095238,0.3775280898876405,52373.55516853934,0.6570790760260296,0.8209861779269305,,0.19466831990080602,5.633802816901407,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DE0064,Stiftung Universität Hildesheim,2013,DE,public,uas,DE92,32643590.21,41515180.07,,48157879.17,426.0,590.0,6169.0,1600.0,200.0,46.0,14.481220657276996,0.7220338983050848,55328.11900000001,0.7863049167788423,0.8620641271067835,,0.259361322742746,4.3478260869565215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0065,Leuphana Universität Lüneburg,2013,DE,public,uas,DE93,60065719.95,79835448.92,,92269101.41,679.0,1003.0,7698.0,1682.0,472.0,64.0,11.337260677466865,0.6769690927218345,59886.06176470588,0.7523690385982488,0.8652457615821926,,0.21849831124967525,7.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
DE0066,Carl von Ossietzky Universität Oldenburg,2013,DE,public,uas,DE94,106237924.1,152005936.28,,165987107.42,1139.0,1882.0,11262.0,2785.0,838.0,131.0,9.887620719929762,0.6052072263549415,56449.48145589798,0.6989064157619884,0.9157695356144548,,0.24729177765938554,6.396946564885496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0067,Universität Osnabrück,2013,DE,public,uas,DE94,78435608.18,110417111.11,,122616788.8,810.0,1376.0,10943.0,2147.0,848.0,123.0,13.509876543209874,0.5886627906976745,57002.622223837214,0.710357365733475,0.9005056500876167,,0.19619848304852416,6.894308943089431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0068,Universität Vechta,2013,DE,public,uas,DE94,21263491.24,28596238.4,,29471556.68,208.0,359.0,3837.0,801.0,192.0,23.0,18.447115384615387,0.5793871866295265,59229.78061281338,0.7435765131962251,0.9702995573154096,,0.20875684128225167,8.347826086956523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0069,RWTH Aachen,2013,DE,public,uas,DEA2,390405283.12,604383194.14,,672099617.01,5545.0,12769.0,35904.0,6553.0,4452.0,805.0,6.475022542831381,0.43425483593076986,30574.46026470358,0.6459565502570312,0.8992464492521909,,0.18251448306595366,5.5304347826086975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0070,Universität Bielefeld,2013,DE,public,uas,DEA4,136226330.26,212478847.63,,226954924.3,1443.0,2380.0,20039.0,3215.0,1513.0,200.0,13.887040887040888,0.6063025210084033,57237.9538907563,0.6411289019094158,0.9362160714747708,,0.1604371475622536,7.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0071,Ruhr-Universität Bochum,2013,DE,public,uas,DEA5,247017181.26,391783016.86,,414973389.14,2744.0,4779.0,38151.0,5678.0,3345.0,509.0,13.903425655976678,0.5741786984724838,51688.04797237916,0.6304948673879585,0.9441160014427428,,0.1488296505989358,6.57170923379175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0072,Rheinische Friedrich-Wilchelms-Universität Bonn,2013,DE,public,uas,DEA2,234710348.19,397516210.53,,408116769.84,3955.0,8874.0,28143.0,4125.0,3735.0,684.0,7.115802781289508,0.4456840207347307,26449.2166091954,0.5904422058085773,0.9740256708535748,,0.14657286003624348,5.4605263157894735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DE0073,Technische Universität Dortmund,2013,DE,public,uas,DEA5,171683008.33,242914466.24,,261169284.37,1845.0,2919.0,29189.0,4204.0,1906.0,280.0,15.82059620596206,0.6320657759506679,58815.69315861598,0.7067632117075187,0.9301035028907216,,0.14402685943334814,6.807142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DE0074,Heinrich-Heine-Universität Düsseldorf,2013,DE,public,uas,DEA1,115916709.17,200492619.94,,216893955.65,2663.0,7387.0,25678.0,2635.0,2099.0,363.0,9.642508449117537,0.3604981724651415,15691.987162582915,0.5781594814047997,0.9243808539484304,,0.10261702624815017,5.78236914600551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0075,Universität Duisburg-Essen,2013,DE,public,uas,DEA1,214357601.41,334260324.97,,355963336.71,3486.0,9387.0,36878.0,4829.0,2056.0,501.0,10.578886976477339,0.3713646532438479,22835.581273037184,0.641289394513808,0.9390302047941492,,0.13094527902814687,4.103792415169661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
DE0076,Fernuniversität in Hagen,2013,DE,public,uas,DEA5,55916439.94,81516818.19,,84570493.05,498.0,1080.0,80068.0,2563.0,396.0,57.0,160.77911646586347,0.4611111111111112,51774.481425925915,0.6859497362822671,0.9638919586504644,,0.03201029125243543,6.947368421052633,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0077,Universität zu Köln,2013,DE,public,uas,DEA2,220521656.7,326405567.51,,372251692.63,4194.0,10448.0,48689.0,5234.0,3626.0,754.0,11.609203624225085,0.401416539050536,21106.590419218992,0.6756062967377048,0.8768410566622492,,0.1074986136499004,4.8090185676392565,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
DE0078,Deutsche Sporthochschule Köln,2013,DE,public,uas,DEA2,30560314.54,52655322.46,,53915528.93,341.0,567.0,4713.0,600.0,391.0,26.0,13.821114369501464,0.6014109347442681,53898.26197530863,0.5803841494507106,0.9766262801272679,,0.1273074474856779,15.038461538461535,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
DE0079,Westfälische Wilhelms-Universität Münster,2013,DE,public,uas,DEA3,227945386.64,356246233.19,,384464692.33,4244.0,11013.0,37336.0,6679.0,4658.0,790.0,8.797360980207351,0.3853627531099609,20697.846784708978,0.6398534648320838,0.9266032493933694,,0.17888900792800513,5.89620253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0080,Universität Paderborn,2013,DE,public,uas,DEA4,107751885.07,154371247.64,,163026219.34,1206.0,1805.0,18510.0,2268.0,802.0,121.0,15.348258706467664,0.6681440443213297,59696.33521883656,0.6980048857367647,0.9469105538051544,,0.12252836304700165,6.628099173553719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0081,Universität Siegen,2013,DE,public,uas,DEA5,96124000.11,134896350.26,,141177079.64,1011.0,1563.0,17983.0,2227.0,777.0,89.0,17.787339268051433,0.6468330134357005,61499.680172744724,0.7125767296500614,0.9555116921527504,,0.12383918144914642,8.730337078651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0082,Bergische Universität Wuppertal,2013,DE,public,uas,DEA1,91095896.18,143080777.73,,151261794.34,1054.0,1630.0,17721.0,2590.0,1034.0,91.0,16.813092979127134,0.6466257668711657,55887.05287116565,0.6366745947656376,0.945914851495077,,0.14615428023249252,11.362637362637365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0083,Universität Witten/Herdecke,2013,DE,private,uas,DEA5,7519226.07,12836996.03,,10612287.77,204.0,407.0,1441.0,169.0,260.0,105.0,7.063725490196076,0.5012285012285013,18474.75692874693,0.5857465447856808,1.2096351237561662,,0.11727966689798752,2.4761904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
DE0084,"Deutsche Hochschule der Polizei, Münster",2013,DE,public,uas,DEA3,6257152.07,7917199.28,,10168096.54,53.0,119.0,248.0,113.0,,,4.679245283018868,0.4453781512605042,52581.10983193277,0.7903239325813711,0.7786314035134053,,0.4556451612903226,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0085,Technische Universität Kaiserslautern,2013,DE,public,uas,DEB3,99904135.11,161443047.96,,176336121.04,1104.0,1882.0,13574.0,1993.0,391.0,140.0,12.295289855072465,0.5866099893730075,53084.02503188098,0.6188196789666209,0.9155415635085812,,0.14682481214085752,2.7928571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0086,Universität Koblenz-Landau,2013,DE,public,uas,DEB1,51590642.45,73782221.51,,74040387.92,661.0,1007.0,14650.0,2927.0,398.0,45.0,22.163388804841148,0.6564051638530288,51232.018321747775,0.6992286406422137,0.9965131677824414,,0.1997952218430034,8.844444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0087,Johannes Gutenberg-Universität Mainz,2013,DE,public,uas,DEB3,189262413.38,295549793.81,,314144070.83,2106.0,3567.0,33938.0,6006.0,1972.0,579.0,16.114909781576447,0.5904121110176619,53059.26924025792,0.6403740328835116,0.940809715202098,,0.17696976840120218,3.40587219343696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE0089,Deutsche Universität für Verwaltungswissenschaften Speyer,2013,DE,public,uas,DEB3,6301854.26,10004220.43,,10123163.99,62.0,127.0,326.0,34.0,29.0,8.0,5.258064516129032,0.4881889763779528,49620.89968503937,0.6299195728537141,0.9882503572877516,,0.10429447852760736,3.625,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
DE0090,Universität Trier,2013,DE,public,uas,DEB2,63104093.4,92532252.32,,94201075.96,763.0,1252.0,14442.0,2370.0,354.0,94.0,18.927916120576672,0.6094249201277955,50402.6305111821,0.681968630589149,0.9822844524545704,,0.1641046946406315,3.765957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
